SMARTCITYAI TRAFFIC REPORT

TRAFFIC LOGS
ID,Timestamp,Frame No,Vehicle Count,Car Count,Bike Count,Bus Count,Truck Count,Avg Speed,Congestion
458,2026-06-25 17:05:04,480,3,1,0,1,1,38.13,LOW
457,2026-06-25 17:05:04,420,3,1,0,1,1,38.13,LOW
456,2026-06-25 17:05:03,360,3,1,0,1,1,38.13,LOW
455,2026-06-25 17:05:02,300,3,1,0,1,1,38.13,LOW
454,2026-06-25 17:05:02,240,3,1,0,1,1,38.13,LOW
453,2026-06-25 17:05:01,180,3,1,0,1,1,38.13,LOW
452,2026-06-25 17:05:00,120,3,1,0,1,1,38.13,LOW
451,2026-06-25 17:04:59,60,1,0,0,1,0,38.13,LOW
450,2026-06-25 17:04:58,0,0,0,0,0,0,0.0,LOW
449,2026-06-25 17:01:47,720,0,0,0,0,0,0.0,LOW
448,2026-06-25 17:01:42,660,0,0,0,0,0,0.0,LOW
447,2026-06-25 17:01:38,600,0,0,0,0,0,0.0,LOW
446,2026-06-25 17:01:33,540,0,0,0,0,0,0.0,LOW
445,2026-06-25 17:01:29,480,0,0,0,0,0,0.0,LOW
444,2026-06-25 17:01:24,420,0,0,0,0,0,0.0,LOW
443,2026-06-25 17:01:20,360,0,0,0,0,0,0.0,LOW
442,2026-06-25 17:01:15,300,0,0,0,0,0,0.0,LOW
441,2026-06-25 17:01:09,240,0,0,0,0,0,0.0,LOW
440,2026-06-25 17:01:05,180,0,0,0,0,0,0.0,LOW
439,2026-06-25 17:01:01,120,0,0,0,0,0,0.0,LOW
438,2026-06-25 17:00:57,60,0,0,0,0,0,0.0,LOW
437,2026-06-25 17:00:53,0,0,0,0,0,0,0.0,LOW
436,2026-06-25 17:00:51,720,0,0,0,0,0,0.0,LOW
435,2026-06-25 17:00:47,660,0,0,0,0,0,0.0,LOW
434,2026-06-25 17:00:43,600,0,0,0,0,0,0.0,LOW
433,2026-06-25 17:00:39,540,0,0,0,0,0,0.0,LOW
432,2026-06-25 17:00:35,480,0,0,0,0,0,0.0,LOW
431,2026-06-25 17:00:31,420,0,0,0,0,0,0.0,LOW
430,2026-06-25 17:00:27,360,0,0,0,0,0,0.0,LOW
429,2026-06-25 17:00:24,300,0,0,0,0,0,0.0,LOW
428,2026-06-25 17:00:20,240,0,0,0,0,0,0.0,LOW
427,2026-06-25 17:00:16,180,0,0,0,0,0,0.0,LOW
426,2026-06-25 17:00:11,120,0,0,0,0,0,0.0,LOW
425,2026-06-25 17:00:07,60,0,0,0,0,0,0.0,LOW
424,2026-06-25 17:00:03,0,0,0,0,0,0,0.0,LOW
423,2026-06-25 17:00:01,720,0,0,0,0,0,0.0,LOW
422,2026-06-25 16:59:57,660,0,0,0,0,0,0.0,LOW
421,2026-06-25 16:59:53,600,0,0,0,0,0,0.0,LOW
420,2026-06-25 16:59:49,540,0,0,0,0,0,0.0,LOW
419,2026-06-25 16:59:46,480,0,0,0,0,0,0.0,LOW
418,2026-06-25 16:59:42,420,0,0,0,0,0,0.0,LOW
417,2026-06-25 16:59:39,360,0,0,0,0,0,0.0,LOW
416,2026-06-25 16:59:35,300,0,0,0,0,0,0.0,LOW
415,2026-06-25 16:59:32,240,0,0,0,0,0,0.0,LOW
414,2026-06-25 16:59:28,180,0,0,0,0,0,0.0,LOW
413,2026-06-25 16:59:24,120,0,0,0,0,0,0.0,LOW
412,2026-06-25 16:59:21,60,0,0,0,0,0,0.0,LOW
411,2026-06-25 16:59:17,0,0,0,0,0,0,0.0,LOW
410,2026-06-25 16:43:27,720,3,1,0,1,1,38.13,LOW
409,2026-06-25 16:43:26,660,3,1,0,1,1,38.13,LOW
408,2026-06-25 16:43:25,600,3,1,0,1,1,38.13,LOW
407,2026-06-25 16:43:24,540,3,1,0,1,1,38.13,LOW
406,2026-06-25 16:43:24,480,3,1,0,1,1,38.13,LOW
405,2026-06-25 16:43:23,420,3,1,0,1,1,38.13,LOW
404,2026-06-25 16:43:22,360,3,1,0,1,1,38.13,LOW
403,2026-06-25 16:43:21,300,3,1,0,1,1,38.13,LOW
402,2026-06-25 16:43:18,240,3,1,0,1,1,38.13,LOW
401,2026-06-25 16:43:15,180,3,1,0,1,1,38.13,LOW
400,2026-06-25 16:43:14,120,3,1,0,1,1,38.13,LOW
399,2026-06-25 16:43:13,60,1,0,0,1,0,38.13,LOW
398,2026-06-25 16:43:12,0,0,0,0,0,0,0.0,LOW
397,2026-06-25 15:50:18,1800,21,13,4,1,3,48.5,MEDIUM
396,2026-06-25 15:20:18,3600,24,15,4,1,4,53.76,MEDIUM
395,2026-06-25 14:50:18,5400,14,9,2,0,3,48.61,LOW
394,2026-06-25 14:20:18,7200,14,9,2,0,3,47.97,LOW
393,2026-06-25 13:50:18,9000,17,11,3,0,3,55.08,LOW
392,2026-06-25 13:20:18,10800,18,11,3,0,4,49.25,LOW
391,2026-06-25 12:50:18,12600,17,11,3,0,3,56.65,LOW
390,2026-06-25 12:20:18,14400,17,11,3,0,3,54.01,LOW
389,2026-06-25 11:50:18,16200,16,10,3,0,3,50.02,LOW
388,2026-06-25 11:20:18,18000,23,14,4,1,4,46.99,MEDIUM
387,2026-06-25 10:50:18,19800,38,24,7,1,6,18.07,CRITICAL
386,2026-06-25 10:20:18,21600,44,28,8,2,6,27.64,CRITICAL
385,2026-06-25 09:50:18,23400,32,20,6,1,5,21.0,HIGH
384,2026-06-25 09:20:18,25200,38,24,7,1,6,23.4,CRITICAL
383,2026-06-25 08:50:18,27000,36,23,7,1,5,22.48,HIGH
382,2026-06-25 08:20:18,28800,31,20,6,1,4,27.21,HIGH
381,2026-06-25 07:50:18,30600,1,0,0,0,1,81.92,LOW
380,2026-06-25 07:20:18,32400,3,1,0,0,2,77.21,LOW
379,2026-06-25 06:50:18,34200,4,2,0,0,2,68.93,LOW
378,2026-06-25 06:20:18,36000,2,1,0,0,1,69.06,LOW
377,2026-06-25 05:50:18,37800,4,2,0,0,2,71.88,LOW
376,2026-06-25 05:20:18,39600,1,0,0,0,1,75.83,LOW
375,2026-06-25 04:50:18,41400,5,3,1,0,1,80.83,LOW
374,2026-06-25 04:20:18,43200,3,1,0,0,2,72.49,LOW
373,2026-06-25 03:50:18,45000,5,3,1,0,1,73.15,LOW
372,2026-06-25 03:20:18,46800,5,3,1,0,1,68.55,LOW
371,2026-06-25 02:50:18,48600,6,3,1,0,2,71.0,LOW
370,2026-06-25 02:20:18,50400,7,4,1,0,2,76.05,LOW
369,2026-06-25 01:50:18,52200,5,3,1,0,1,74.07,LOW
368,2026-06-25 01:20:18,54000,3,1,0,0,2,75.1,LOW
367,2026-06-25 00:50:18,55800,6,3,1,0,2,72.44,LOW
366,2026-06-25 00:20:18,57600,6,3,1,0,2,72.42,LOW
365,2026-06-24 23:50:18,59400,5,3,1,0,1,75.68,LOW
364,2026-06-24 23:20:18,61200,5,3,1,0,1,80.13,LOW
363,2026-06-24 22:50:18,63000,20,13,4,1,2,47.73,MEDIUM
362,2026-06-24 22:20:18,64800,17,11,3,0,3,55.27,LOW
361,2026-06-24 21:50:18,66600,21,13,4,1,3,48.23,MEDIUM
360,2026-06-24 21:20:18,68400,21,13,4,1,3,45.88,MEDIUM
359,2026-06-24 20:50:18,70200,16,10,3,0,3,53.33,LOW
358,2026-06-24 20:20:18,72000,21,13,4,1,3,53.95,MEDIUM
357,2026-06-24 19:50:18,73800,39,25,7,1,6,19.7,CRITICAL
356,2026-06-24 19:20:18,75600,33,21,6,1,5,20.81,HIGH
355,2026-06-24 18:50:18,77400,34,22,6,1,5,21.15,HIGH
354,2026-06-24 18:20:18,79200,33,21,6,1,5,31.87,HIGH
353,2026-06-24 17:50:18,81000,44,28,8,2,6,28.26,CRITICAL
352,2026-06-24 17:20:18,82800,40,26,8,2,4,30.8,CRITICAL
351,2026-06-24 16:50:18,84600,22,14,4,1,3,50.5,MEDIUM
350,2026-06-24 16:20:18,86400,14,9,2,0,3,53.13,LOW
349,2026-06-24 15:50:18,88200,20,13,4,1,2,53.91,MEDIUM
348,2026-06-24 15:20:18,90000,15,9,3,0,3,47.84,LOW
347,2026-06-24 14:50:18,91800,21,13,4,1,3,49.95,MEDIUM
346,2026-06-24 14:20:18,93600,15,9,3,0,3,50.11,LOW
345,2026-06-24 13:50:18,95400,20,13,4,1,2,48.66,MEDIUM
344,2026-06-24 13:20:18,97200,14,9,2,0,3,53.93,LOW
343,2026-06-24 12:50:18,99000,19,12,3,0,4,47.42,MEDIUM
342,2026-06-24 12:20:18,100800,24,15,4,1,4,54.96,MEDIUM
341,2026-06-24 11:50:18,102600,21,13,4,1,3,46.12,MEDIUM
340,2026-06-24 11:20:18,104400,18,11,3,0,4,52.28,LOW
339,2026-06-24 10:50:18,106200,30,19,6,1,4,18.46,HIGH
338,2026-06-24 10:20:18,108000,38,24,7,1,6,27.23,CRITICAL
337,2026-06-24 09:50:18,109800,45,29,9,2,5,19.81,CRITICAL
336,2026-06-24 09:20:18,111600,41,26,8,2,5,26.57,CRITICAL
335,2026-06-24 08:50:18,113400,36,23,7,1,5,28.08,HIGH
334,2026-06-24 08:20:18,115200,34,22,6,1,5,29.21,HIGH
333,2026-06-24 07:50:18,117000,4,2,0,0,2,70.14,LOW
332,2026-06-24 07:20:18,118800,5,3,1,0,1,72.87,LOW
331,2026-06-24 06:50:18,120600,5,3,1,0,1,75.86,LOW
330,2026-06-24 06:20:18,122400,2,1,0,0,1,75.59,LOW
329,2026-06-24 05:50:18,124200,4,2,0,0,2,78.39,LOW
328,2026-06-24 05:20:18,126000,6,3,1,0,2,81.2,LOW
327,2026-06-24 04:50:18,127800,6,3,1,0,2,68.03,LOW
326,2026-06-24 04:20:18,129600,1,0,0,0,1,75.11,LOW
325,2026-06-24 03:50:18,131400,4,2,0,0,2,69.22,LOW
324,2026-06-24 03:20:18,133200,4,2,0,0,2,79.43,LOW
323,2026-06-24 02:50:18,135000,2,1,0,0,1,70.85,LOW
322,2026-06-24 02:20:18,136800,7,4,1,0,2,77.57,LOW
321,2026-06-24 01:50:18,138600,6,3,1,0,2,79.0,LOW
320,2026-06-24 01:20:18,140400,3,1,0,0,2,76.19,LOW
319,2026-06-24 00:50:18,142200,4,2,0,0,2,71.89,LOW
318,2026-06-24 00:20:18,144000,6,3,1,0,2,72.59,LOW
317,2026-06-23 23:50:18,145800,7,4,1,0,2,77.43,LOW
316,2026-06-23 23:20:18,147600,7,4,1,0,2,78.48,LOW
315,2026-06-23 22:50:18,149400,24,15,4,1,4,52.27,MEDIUM
314,2026-06-23 22:20:18,151200,15,9,3,0,3,48.05,LOW
313,2026-06-23 21:50:18,153000,24,15,4,1,4,51.55,MEDIUM
312,2026-06-23 21:20:18,154800,16,10,3,0,3,55.71,LOW
311,2026-06-23 20:50:18,156600,20,13,4,1,2,47.08,MEDIUM
310,2026-06-23 20:20:18,158400,14,9,2,0,3,47.75,LOW
309,2026-06-23 19:50:18,160200,41,26,8,2,5,20.21,CRITICAL
308,2026-06-23 19:20:18,162000,38,24,7,1,6,26.18,CRITICAL
307,2026-06-23 18:50:18,163800,32,20,6,1,5,23.73,HIGH
306,2026-06-23 18:20:18,165600,34,22,6,1,5,18.57,HIGH
305,2026-06-23 17:50:18,167400,39,25,7,1,6,22.79,CRITICAL
304,2026-06-23 17:20:18,169200,32,20,6,1,5,30.26,HIGH
303,2026-06-23 16:50:18,171000,15,9,3,0,3,55.11,LOW
302,2026-06-23 16:20:18,172800,20,13,4,1,2,51.49,MEDIUM
301,2026-06-23 15:50:18,174600,14,9,2,0,3,47.73,LOW
300,2026-06-23 15:20:18,176400,18,11,3,0,4,54.63,LOW
299,2026-06-23 14:50:18,178200,21,13,4,1,3,49.67,MEDIUM
298,2026-06-23 14:20:18,180000,18,11,3,0,4,51.12,LOW
297,2026-06-23 13:50:18,181800,22,14,4,1,3,52.15,MEDIUM
296,2026-06-23 13:20:18,183600,15,9,3,0,3,52.02,LOW
295,2026-06-23 12:50:18,185400,24,15,4,1,4,52.61,MEDIUM
294,2026-06-23 12:20:18,187200,18,11,3,0,4,48.5,LOW
293,2026-06-23 11:50:18,189000,16,10,3,0,3,48.29,LOW
292,2026-06-23 11:20:18,190800,24,15,4,1,4,49.41,MEDIUM
291,2026-06-23 10:50:18,192600,43,27,8,2,6,21.96,CRITICAL
290,2026-06-23 10:20:18,194400,34,22,6,1,5,24.54,HIGH
289,2026-06-23 09:50:18,196200,40,26,8,2,4,30.38,CRITICAL
288,2026-06-23 09:20:18,198000,36,23,7,1,5,31.1,HIGH
287,2026-06-23 08:50:18,199800,30,19,6,1,4,31.65,HIGH
286,2026-06-23 08:20:18,201600,30,19,6,1,4,28.49,HIGH
285,2026-06-23 07:50:18,203400,3,1,0,0,2,81.99,LOW
284,2026-06-23 07:20:18,205200,7,4,1,0,2,81.53,LOW
283,2026-06-23 06:50:18,207000,3,1,0,0,2,75.99,LOW
282,2026-06-23 06:20:18,208800,7,4,1,0,2,72.02,LOW
281,2026-06-23 05:50:18,210600,1,0,0,0,1,72.17,LOW
280,2026-06-23 05:20:18,212400,5,3,1,0,1,81.84,LOW
279,2026-06-23 04:50:18,214200,3,1,0,0,2,72.94,LOW
278,2026-06-23 04:20:18,216000,5,3,1,0,1,75.03,LOW
277,2026-06-23 03:50:18,217800,1,0,0,0,1,78.79,LOW
276,2026-06-23 03:20:18,219600,6,3,1,0,2,75.86,LOW
275,2026-06-23 02:50:18,221400,4,2,0,0,2,81.19,LOW
274,2026-06-23 02:20:18,223200,2,1,0,0,1,76.24,LOW
273,2026-06-23 01:50:18,225000,2,1,0,0,1,77.15,LOW
272,2026-06-23 01:20:18,226800,2,1,0,0,1,81.62,LOW
271,2026-06-23 00:50:18,228600,6,3,1,0,2,77.92,LOW
270,2026-06-23 00:20:18,230400,3,1,0,0,2,72.88,LOW
269,2026-06-22 23:50:18,232200,4,2,0,0,2,75.9,LOW
268,2026-06-22 23:20:18,234000,7,4,1,0,2,78.22,LOW
267,2026-06-22 22:50:18,235800,16,10,3,0,3,50.89,LOW
266,2026-06-22 22:20:18,237600,15,9,3,0,3,57.13,LOW
265,2026-06-22 21:50:18,239400,19,12,3,0,4,45.33,MEDIUM
264,2026-06-22 21:20:18,241200,17,11,3,0,3,45.87,LOW
263,2026-06-22 20:50:18,243000,15,9,3,0,3,45.72,LOW
262,2026-06-22 20:20:18,244800,19,12,3,0,4,55.96,MEDIUM
261,2026-06-22 19:50:18,246600,39,25,7,1,6,22.94,CRITICAL
260,2026-06-22 19:20:18,248400,43,27,8,2,6,21.36,CRITICAL
259,2026-06-22 18:50:18,250200,36,23,7,1,5,21.46,HIGH
258,2026-06-22 18:20:18,252000,34,22,6,1,5,28.61,HIGH
257,2026-06-22 17:50:18,253800,44,28,8,2,6,28.4,CRITICAL
256,2026-06-22 17:20:18,255600,40,26,8,2,4,30.55,CRITICAL
255,2026-06-22 16:50:18,257400,16,10,3,0,3,51.01,LOW
254,2026-06-22 16:20:18,259200,19,12,3,0,4,51.41,MEDIUM
253,2026-06-22 15:50:18,261000,19,12,3,0,4,56.77,MEDIUM
252,2026-06-22 15:20:18,262800,14,9,2,0,3,50.39,LOW
251,2026-06-22 14:50:18,264600,17,11,3,0,3,45.31,LOW
250,2026-06-22 14:20:18,266400,14,9,2,0,3,51.32,LOW
249,2026-06-22 13:50:18,268200,15,9,3,0,3,56.59,LOW
248,2026-06-22 13:20:18,270000,22,14,4,1,3,55.44,MEDIUM
247,2026-06-22 12:50:18,271800,23,14,4,1,4,50.49,MEDIUM
246,2026-06-22 12:20:18,273600,21,13,4,1,3,57.29,MEDIUM
245,2026-06-22 11:50:18,275400,15,9,3,0,3,48.63,LOW
244,2026-06-22 11:20:18,277200,14,9,2,0,3,51.28,LOW
243,2026-06-22 10:50:18,279000,40,26,8,2,4,25.57,CRITICAL
242,2026-06-22 10:20:18,280800,39,25,7,1,6,18.0,CRITICAL
241,2026-06-22 09:50:18,282600,44,28,8,2,6,30.11,CRITICAL
240,2026-06-22 09:20:18,284400,44,28,8,2,6,19.76,CRITICAL
239,2026-06-22 08:50:18,286200,42,27,8,2,5,31.19,CRITICAL
238,2026-06-22 08:20:18,288000,39,25,7,1,6,28.88,CRITICAL
237,2026-06-22 07:50:18,289800,3,1,0,0,2,72.5,LOW
236,2026-06-22 07:20:18,291600,4,2,0,0,2,76.1,LOW
235,2026-06-22 06:50:18,293400,1,0,0,0,1,79.1,LOW
234,2026-06-22 06:20:18,295200,6,3,1,0,2,70.58,LOW
233,2026-06-22 05:50:18,297000,3,1,0,0,2,76.68,LOW
232,2026-06-22 05:20:18,298800,6,3,1,0,2,80.92,LOW
231,2026-06-22 04:50:18,300600,5,3,1,0,1,72.05,LOW
230,2026-06-22 04:20:18,302400,2,1,0,0,1,69.67,LOW
229,2026-06-22 03:50:18,304200,2,1,0,0,1,75.48,LOW
228,2026-06-22 03:20:18,306000,2,1,0,0,1,77.21,LOW
227,2026-06-22 02:50:18,307800,2,1,0,0,1,79.75,LOW
226,2026-06-22 02:20:18,309600,2,1,0,0,1,81.05,LOW
225,2026-06-22 01:50:18,311400,4,2,0,0,2,73.57,LOW
224,2026-06-22 01:20:18,313200,4,2,0,0,2,72.59,LOW
223,2026-06-22 00:50:18,315000,7,4,1,0,2,78.04,LOW
222,2026-06-22 00:20:18,316800,5,3,1,0,1,72.47,LOW
221,2026-06-21 23:50:18,318600,7,4,1,0,2,56.93,LOW
220,2026-06-21 23:20:18,320400,8,5,1,0,2,60.44,LOW
219,2026-06-21 22:50:18,322200,7,4,1,0,2,64.44,LOW
218,2026-06-21 22:20:18,324000,10,6,2,0,2,60.11,LOW
217,2026-06-21 21:50:18,325800,9,5,1,0,3,65.64,LOW
216,2026-06-21 21:20:18,327600,7,4,1,0,2,63.31,LOW
215,2026-06-21 20:50:18,329400,7,4,1,0,2,70.67,LOW
214,2026-06-21 20:20:18,331200,6,3,1,0,2,58.17,LOW
213,2026-06-21 19:50:18,333000,4,2,0,0,2,63.89,LOW
212,2026-06-21 19:20:18,334800,11,7,2,0,2,59.93,LOW
211,2026-06-21 18:50:18,336600,7,4,1,0,2,62.56,LOW
210,2026-06-21 18:20:18,338400,12,7,2,0,3,59.05,LOW
209,2026-06-21 17:50:18,340200,10,6,2,0,2,64.51,LOW
208,2026-06-21 17:20:18,342000,12,7,2,0,3,70.98,LOW
207,2026-06-21 16:50:18,343800,8,5,1,0,2,62.88,LOW
206,2026-06-21 16:20:18,345600,4,2,0,0,2,63.18,LOW
205,2026-06-21 15:50:18,347400,21,13,4,1,3,49.23,MEDIUM
204,2026-06-21 15:20:18,349200,21,13,4,1,3,41.45,MEDIUM
203,2026-06-21 14:50:18,351000,18,11,3,0,4,40.34,MEDIUM
202,2026-06-21 14:20:18,352800,19,12,3,0,4,41.2,MEDIUM
201,2026-06-21 13:50:18,354600,24,15,4,1,4,48.66,MEDIUM
200,2026-06-21 13:20:18,356400,18,11,3,0,4,49.17,MEDIUM
199,2026-06-21 12:50:18,358200,19,12,3,0,4,44.34,MEDIUM
198,2026-06-21 12:20:18,360000,23,14,4,1,4,41.91,MEDIUM
197,2026-06-21 11:50:18,361800,12,7,2,0,3,58.72,LOW
196,2026-06-21 11:20:18,363600,7,4,1,0,2,70.36,LOW
195,2026-06-21 10:50:18,365400,11,7,2,0,2,67.26,LOW
194,2026-06-21 10:20:18,367200,6,3,1,0,2,63.05,LOW
193,2026-06-21 09:50:18,369000,6,3,1,0,2,57.83,LOW
192,2026-06-21 09:20:18,370800,12,7,2,0,3,69.73,LOW
191,2026-06-21 08:50:18,372600,5,3,1,0,1,57.37,LOW
190,2026-06-21 08:20:18,374400,8,5,1,0,2,71.21,LOW
189,2026-06-21 07:50:18,376200,5,3,1,0,1,69.05,LOW
188,2026-06-21 07:20:18,378000,4,2,0,0,2,60.75,LOW
187,2026-06-21 06:50:18,379800,5,3,1,0,1,62.52,LOW
186,2026-06-21 06:20:18,381600,10,6,2,0,2,65.99,LOW
185,2026-06-21 05:50:18,383400,5,3,1,0,1,68.89,LOW
184,2026-06-21 05:20:18,385200,4,2,0,0,2,58.21,LOW
183,2026-06-21 04:50:18,387000,6,3,1,0,2,58.97,LOW
182,2026-06-21 04:20:18,388800,10,6,2,0,2,64.82,LOW
181,2026-06-21 03:50:18,390600,6,3,1,0,2,57.78,LOW
180,2026-06-21 03:20:18,392400,10,6,2,0,2,71.99,LOW
179,2026-06-21 02:50:18,394200,7,4,1,0,2,58.81,LOW
178,2026-06-21 02:20:18,396000,8,5,1,0,2,55.72,LOW
177,2026-06-21 01:50:18,397800,8,5,1,0,2,56.04,LOW
176,2026-06-21 01:20:18,399600,8,5,1,0,2,64.09,LOW
175,2026-06-21 00:50:18,401400,9,5,1,0,3,68.79,LOW
174,2026-06-21 00:20:18,403200,6,3,1,0,2,57.03,LOW
173,2026-06-20 23:50:18,405000,8,5,1,0,2,67.21,LOW
172,2026-06-20 23:20:18,406800,11,7,2,0,2,59.11,LOW
171,2026-06-20 22:50:18,408600,10,6,2,0,2,65.16,LOW
170,2026-06-20 22:20:18,410400,12,7,2,0,3,64.94,LOW
169,2026-06-20 21:50:18,412200,8,5,1,0,2,67.66,LOW
168,2026-06-20 21:20:18,414000,9,5,1,0,3,60.24,LOW
167,2026-06-20 20:50:18,415800,10,6,2,0,2,68.65,LOW
166,2026-06-20 20:20:18,417600,8,5,1,0,2,61.66,LOW
165,2026-06-20 19:50:18,419400,5,3,1,0,1,71.04,LOW
164,2026-06-20 19:20:18,421200,6,3,1,0,2,55.99,LOW
163,2026-06-20 18:50:18,423000,11,7,2,0,2,66.48,LOW
162,2026-06-20 18:20:18,424800,12,7,2,0,3,56.1,LOW
161,2026-06-20 17:50:18,426600,11,7,2,0,2,66.96,LOW
160,2026-06-20 17:20:18,428400,10,6,2,0,2,69.99,LOW
159,2026-06-20 16:50:18,430200,8,5,1,0,2,56.49,LOW
158,2026-06-20 16:20:18,432000,11,7,2,0,2,66.42,LOW
157,2026-06-20 15:50:18,433800,25,16,5,1,3,41.92,MEDIUM
156,2026-06-20 15:20:18,435600,22,14,4,1,3,42.41,MEDIUM
155,2026-06-20 14:50:18,437400,23,14,4,1,4,50.35,MEDIUM
154,2026-06-20 14:20:18,439200,18,11,3,0,4,47.9,MEDIUM
153,2026-06-20 13:50:18,441000,18,11,3,0,4,40.57,MEDIUM
152,2026-06-20 13:20:18,442800,25,16,5,1,3,45.37,MEDIUM
151,2026-06-20 12:50:18,444600,18,11,3,0,4,44.97,MEDIUM
150,2026-06-20 12:20:18,446400,25,16,5,1,3,46.5,MEDIUM
149,2026-06-20 11:50:18,448200,7,4,1,0,2,56.84,LOW
148,2026-06-20 11:20:18,450000,10,6,2,0,2,63.43,LOW
147,2026-06-20 10:50:18,451800,10,6,2,0,2,56.07,LOW
146,2026-06-20 10:20:18,453600,12,7,2,0,3,63.01,LOW
145,2026-06-20 09:50:18,455400,5,3,1,0,1,71.97,LOW
144,2026-06-20 09:20:18,457200,7,4,1,0,2,68.81,LOW
143,2026-06-20 08:50:18,459000,9,5,1,0,3,67.23,LOW
142,2026-06-20 08:20:18,460800,9,5,1,0,3,58.79,LOW
141,2026-06-20 07:50:18,462600,10,6,2,0,2,66.38,LOW
140,2026-06-20 07:20:18,464400,8,5,1,0,2,62.82,LOW
139,2026-06-20 06:50:18,466200,7,4,1,0,2,57.62,LOW
138,2026-06-20 06:20:18,468000,9,5,1,0,3,58.33,LOW
137,2026-06-20 05:50:18,469800,7,4,1,0,2,60.05,LOW
136,2026-06-20 05:20:18,471600,5,3,1,0,1,58.55,LOW
135,2026-06-20 04:50:18,473400,4,2,0,0,2,60.55,LOW
134,2026-06-20 04:20:18,475200,6,3,1,0,2,60.42,LOW
133,2026-06-20 03:50:18,477000,11,7,2,0,2,60.02,LOW
132,2026-06-20 03:20:18,478800,11,7,2,0,2,69.35,LOW
131,2026-06-20 02:50:18,480600,6,3,1,0,2,55.45,LOW
130,2026-06-20 02:20:18,482400,4,2,0,0,2,60.23,LOW
129,2026-06-20 01:50:18,484200,5,3,1,0,1,57.89,LOW
128,2026-06-20 01:20:18,486000,6,3,1,0,2,57.09,LOW
127,2026-06-20 00:50:18,487800,4,2,0,0,2,69.47,LOW
126,2026-06-20 00:20:18,489600,6,3,1,0,2,60.73,LOW
125,2026-06-19 23:50:18,491400,2,1,0,0,1,79.89,LOW
124,2026-06-19 23:20:18,493200,5,3,1,0,1,75.21,LOW
123,2026-06-19 22:50:18,495000,20,13,4,1,2,53.36,MEDIUM
122,2026-06-19 22:20:18,496800,21,13,4,1,3,48.26,MEDIUM
121,2026-06-19 21:50:18,498600,23,14,4,1,4,53.95,MEDIUM
120,2026-06-19 21:20:18,500400,15,9,3,0,3,54.68,LOW
119,2026-06-19 20:50:18,502200,16,10,3,0,3,56.53,LOW
118,2026-06-19 20:20:18,504000,22,14,4,1,3,50.75,MEDIUM
117,2026-06-19 19:50:18,505800,39,25,7,1,6,22.81,CRITICAL
116,2026-06-19 19:20:18,507600,31,20,6,1,4,29.13,HIGH
115,2026-06-19 18:50:18,509400,35,22,7,1,5,26.66,HIGH
114,2026-06-19 18:20:18,511200,45,29,9,2,5,30.44,CRITICAL
113,2026-06-19 17:50:18,513000,40,26,8,2,4,20.5,CRITICAL
112,2026-06-19 17:20:18,514800,41,26,8,2,5,31.37,CRITICAL
111,2026-06-19 16:50:18,516600,19,12,3,0,4,50.82,MEDIUM
110,2026-06-19 16:20:18,518400,14,9,2,0,3,50.87,LOW
